home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,home_goals,away_goals,Attendance,Venue,Officials,Date,Score,Referee,Notes,Round,Host,Year,winner
Sweden,Spain,3,NA,NA,1,NA,NA,George Raynor,Erik Nilsson,Guillermo Eizaguirre,Telmo Zarra,Stig Sundqvist · 15|Bror Mellberg · 33|Karl-Erik Palmér · 80,Telmo Zarra · 82,11227,"Pacaembu, Sao Paulo",Karel Van Der Meer (Referee) · Jean Lutz (AR1) · Prudencio Garcia (AR2),1950-07-16,3–1,Karel Van Der Meer,NA,Final stage,Brazil,1950,Sweden
Uruguay,Brazil,2,NA,NA,1,NA,NA,Juan Lopez,Obdulio Varela,Flavio Costa,Augusto da Costa,Juan Alberto Schiaffino · 66|Alcides Ghiggia · 79,Friaça · 47,173850,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",George Reader (Referee) · Arthur Ellis (AR1) · George Mitchell (AR2),1950-07-16,2–1,George Reader,NA,Final stage,Brazil,1950,Uruguay
Brazil,Spain,6,NA,NA,1,NA,NA,Flavio Costa,Augusto da Costa,Guillermo Eizaguirre,Agustín Gaínza,José Parra Martínez (OG) · 15|Jair da Rosa Pinto · 21|Francisco Aramburu · 31|Francisco Aramburu · 55|Ademir · 57|Zizinho · 67,Silvestre Igoa · 71,152772,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Reginald Leafe (Referee) · George Mitchell (AR1) · Jose Da Costa Vieira (AR2),1950-07-13,6–1,Reginald Leafe,NA,Final stage,Brazil,1950,Brazil
Uruguay,Sweden,3,NA,NA,2,NA,NA,Juan Lopez,Obdulio Varela,George Raynor,Erik Nilsson,Alcides Ghiggia · 39|Óscar Míguez · 77|Óscar Míguez · 85,Karl-Erik Palmér · 5|Stig Sundqvist · 40,7987,"Pacaembu, Sao Paulo",Giovanni Galeati (Referee) · Alois Beranek (AR1) · Cayetano De Nicola (AR2),1950-07-13,3–2,Giovanni Galeati,NA,Final stage,Brazil,1950,Uruguay
Brazil,Sweden,7,NA,NA,1,NA,NA,Flavio Costa,Augusto da Costa,George Raynor,Erik Nilsson,Ademir · 17|Ademir · 36|Francisco Aramburu · 39|Ademir · 52|Ademir · 58|Maneca · 85|Francisco Aramburu · 88,Sune Andersson (P) · 67,138886,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Arthur Ellis (Referee) · Prudencio Garcia (AR1) · Charles De La Salle (AR2),1950-07-09,7–1,Arthur Ellis,NA,Final stage,Brazil,1950,Brazil
Uruguay,Spain,2,NA,NA,2,NA,NA,Juan Lopez,Obdulio Varela,Guillermo Eizaguirre,Agustín Gaínza,Alcides Ghiggia · 29|Obdulio Varela · 73,Estanislau Basora · 37|Estanislau Basora · 39,44802,"Pacaembu, Sao Paulo",Benjamin Griffiths (Referee) · Generoso Dattilo (AR1) · Alfredo Alvarez (AR2),1950-07-09,2–2,Benjamin Griffiths,NA,Final stage,Brazil,1950,Draw
Chile,United States,5,NA,NA,2,NA,NA,Arturo Bucciardi,Sergio Livingstone,Bill Jeffrey,Walter Bahr,George Robledo · 16|Atilio Cremaschi · 32|Andrés Prieto · 54|Atilio Cremaschi · 60|Fernando Riera · 82,Frank Wallace · 47|Joe Maca (P) · 48,8501,"Ilha do Retiro, Recife",Mario Gardelli (Referee) · Mario Ruben Heyen (AR1) · Alfredo Alvarez (AR2),1950-07-02,5–2,Mario Gardelli,NA,Group stage,Brazil,1950,Chile
Italy,Paraguay,2,NA,NA,0,NA,NA,Ferruccio Novo,Riccardo Carapellese,Manuel Fleitas Solich,César López Fretes,Riccardo Carapellese · 12|Egisto Pandolfini · 63,NA,25811,"Pacaembu, Sao Paulo",Arthur Ellis (Referee) · Prudencio Garcia (AR1) · Charles De La Salle (AR2),1950-07-02,2–0,Arthur Ellis,NA,Group stage,Brazil,1950,Italy
Uruguay,Bolivia,8,NA,NA,0,NA,NA,Juan Lopez,Obdulio Varela,Mario Pretto,José Bustamante,Óscar Míguez · 14|Ernesto Vidal · 18|Juan Alberto Schiaffino · 23|Óscar Míguez · 40|Óscar Míguez · 51|Juan Alberto Schiaffino · 54|Julio Pérez · 83|Alcides Ghiggia · 87,NA,5284,"Independencia, Belo Horizonte",George Reader (Referee) · Mario Viana (AR1) · Leo Lemesic (AR2),1950-07-02,8–0,George Reader,NA,Group stage,Brazil,1950,Uruguay
Spain,England,1,NA,NA,0,NA,NA,Guillermo Eizaguirre,Agustín Gaínza,Walter Winterbottom,Billy Wright,Telmo Zarra · 48,NA,74462,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Giovanni Galeati (Referee) · Jean Lutz (AR1) · Generoso Dattilo (AR2),1950-07-02,1–0,Giovanni Galeati,NA,Group stage,Brazil,1950,Spain
Switzerland,Mexico,2,NA,NA,1,NA,NA,Franco Andreoli,Roger Bocquet,Octavio Vial,Horacio Casarín,René Bader · 10|Charles Antenen · 44,Horacio Casarín · 89,3580,"Eucaliptos, Porto Alegre",Ivan Eklind (Referee) · Gunnar Dahlner (AR1) · Sergio Bustamante (AR2),1950-07-02,2–1,Ivan Eklind,NA,Group stage,Brazil,1950,Switzerland
Brazil,Yugoslavia,2,NA,NA,0,NA,NA,Flavio Costa,Augusto da Costa,Milorad Arsenijevic,Zlatko Čajkovski,Ademir · 4|Zizinho · 69,NA,142429,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Benjamin Griffiths (Referee) · Alois Beranek (AR1) · Jose Da Costa Vieira (AR2),1950-07-01,2–0,Benjamin Griffiths,NA,Group stage,Brazil,1950,Brazil
Spain,Chile,2,NA,NA,0,NA,NA,Guillermo Eizaguirre,Agustín Gaínza,Arturo Bucciardi,Sergio Livingstone,Estanislau Basora · 17|Telmo Zarra · 30,NA,19790,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Alberto Malcher (Referee) · Esteban Marino (AR1) · Alfredo Alvarez (AR2),1950-06-29,2–0,Alberto Malcher,NA,Group stage,Brazil,1950,Spain
United States,England,1,NA,NA,0,NA,NA,Bill Jeffrey,Ed McIlvenny,Walter Winterbottom,Billy Wright,Joe Gaetjens · 38,NA,10151,"Independencia, Belo Horizonte",Generoso Dattilo (Referee) · Charles De La Salle (AR1) · Giovanni Galeati (AR2),1950-06-29,1–0,Generoso Dattilo,NA,Group stage,Brazil,1950,United States
Sweden,Paraguay,2,NA,NA,2,NA,NA,George Raynor,Erik Nilsson,Manuel Fleitas Solich,César López Fretes,Stig Sundqvist · 17|Karl-Erik Palmér · 26,César López Fretes · 35|Atilio López · 74,7903,"Durival de Brito, Curitiba",Robert Mitchell (Referee) · Leo Lemesic (AR1) · Prudencio Garcia (AR2),1950-06-29,2–2,Robert Mitchell,NA,Group stage,Brazil,1950,Draw
Brazil,Switzerland,2,NA,NA,2,NA,NA,Flavio Costa,Augusto da Costa,Franco Andreoli,Alfred Bickel,Alfredo II · 3|Baltazar · 32,Jacques Fatton · 17|Jacques Fatton · 88,42032,"Pacaembu, Sao Paulo",Ramon Azon Roma (Referee) · Sergio Bustamante (AR1) · Cayetano De Nicola (AR2),1950-06-28,2–2,Ramon Azon Roma,NA,Group stage,Brazil,1950,Draw
Yugoslavia,Mexico,4,NA,NA,1,NA,NA,Milorad Arsenijevic,Ivica Horvat,Octavio Vial,Horacio Casarín,Stjepan Bobek · 20|Željko Čajkovski · 23|Željko Čajkovski · 51|Kosta Tomašević · 81,Héctor Ortiz (P) · 89,11078,"Eucaliptos, Porto Alegre",Reginald Leafe (Referee) · Gunnar Dahlner (AR1) · Karel Van Der Meer (AR2),1950-06-28,4–1,Reginald Leafe,NA,Group stage,Brazil,1950,Yugoslavia
Sweden,Italy,3,NA,NA,2,NA,NA,George Raynor,Erik Nilsson,Ferruccio Novo,Riccardo Carapellese,Hasse Jeppson · 25|Sune Andersson · 34|Hasse Jeppson · 69,Riccardo Carapellese · 7|Ermes Muccinelli · 78,36502,"Pacaembu, Sao Paulo",Jean Lutz (Referee) · Alois Beranek (AR1) · Carlos Tejada (AR2),1950-06-25,3–2,Jean Lutz,NA,Group stage,Brazil,1950,Sweden
England,Chile,2,NA,NA,0,NA,NA,Walter Winterbottom,Billy Wright,Arturo Bucciardi,Sergio Livingstone,Stan Mortensen · 39|Wilf Mannion · 51,NA,29703,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",Karel Van Der Meer (Referee) · Mario Gardelli (AR1) · Gunnar Dahlner (AR2),1950-06-25,2–0,Karel Van Der Meer,NA,Group stage,Brazil,1950,England
Spain,United States,3,NA,NA,1,NA,NA,Guillermo Eizaguirre,Ignacio Eizaguirre,Bill Jeffrey,Harry Keough,Silvestre Igoa · 81|Estanislau Basora · 83|Telmo Zarra · 89,Gino Pariani · 17,9511,"Durival de Brito, Curitiba",Mario Viana (Referee) · Jose Da Costa Vieira (AR1) · Charles De La Salle (AR2),1950-06-25,3–1,Mario Viana,NA,Group stage,Brazil,1950,Spain
Yugoslavia,Switzerland,3,NA,NA,0,NA,NA,Milorad Arsenijevic,Rajko Mitić,Franco Andreoli,Alfred Bickel,Rajko Mitić · 59|Kosta Tomašević · 70|Tihomir Ognjanov · 84,NA,7336,"Independencia, Belo Horizonte",Giovanni Galeati (Referee) · Ivan Eklind (AR1) · Generoso Dattilo (AR2),1950-06-25,3–0,Giovanni Galeati,NA,Group stage,Brazil,1950,Yugoslavia
Brazil,Mexico,4,NA,NA,0,NA,NA,Flavio Costa,Augusto da Costa,Octavio Vial,Alfonso Montemayor,Ademir · 30|Jair da Rosa Pinto · 65|Baltazar · 71|Ademir · 79,NA,81649,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",George Reader (Referee) · Benjamin Griffiths (AR1) · George Mitchell (AR2),1950-06-24,4–0,George Reader,NA,Group stage,Brazil,1950,Brazil
Brazil,Sweden,4,NA,NA,2,NA,NA,Ademar Pimenta,Leônidas,Joszef Nagy,Kurt Svanström,Romeu Pellicciari · 44|Leônidas · 63|Leônidas · 74|José Perácio · 80,Sven Jonasson · 28|Arne Nyberg · 38,12000,"Stade du Parc Lescure, Bordeaux",Jean Langenus (Referee) · Olive D. (AR1) · Ferdinand Valprede (AR2),1938-06-19,4–2,Jean Langenus,NA,Third-place match,France,1938,Brazil
Italy,Hungary,4,NA,NA,2,NA,NA,Vittorio Pozzo,Giuseppe Meazza,Karoly Dietz,György Sárosi,Gino Colaussi · 6|Silvio Piola · 16|Gino Colaussi · 35|Silvio Piola · 82,Pál Titkos · 8|György Sárosi · 70,45000,"Stade Olympique, Colombes",Georges Capdeville (Referee) · Hans Wuethrich (AR1) · Gustav Krist (AR2),1938-06-19,4–2,Georges Capdeville,NA,Final,France,1938,Italy
Hungary,Sweden,5,NA,NA,1,NA,NA,Karoly Dietz,György Sárosi,Joszef Nagy,Tore Keller,Sven Jacobsson (OG) · 19|Pál Titkos · 37|Gyula Zsengellér · 39|György Sárosi · 65|Gyula Zsengellér · 85,Arne Nyberg · 1,20000,"Parc des Princes, Paris",Lucien Leclercq (Referee) · Johannes Van Moorsel (AR1) · Giuseppe Scarpi (AR2),1938-06-16,5–1,Lucien Leclercq,NA,Semi-finals,France,1938,Hungary
Italy,Brazil,2,NA,NA,1,NA,NA,Vittorio Pozzo,Giuseppe Meazza,Ademar Pimenta,Martim Mércio da Silveira,Gino Colaussi · 51|Giuseppe Meazza (P) · 60,Romeu Pellicciari · 87,33000,"Stade Vï¿½lodrome, Marseilles",Hans Wuethrich (Referee) · Alois Beranek (AR1) · Paul Marenco (AR2),1938-06-16,2–1,Hans Wuethrich,NA,Semi-finals,France,1938,Italy
Brazil,Czechoslovakia,2,NA,NA,1,NA,NA,Ademar Pimenta,Leônidas,Vaclav Meissner,Jaroslav Burgr,Leônidas · 57|Roberto Emílio da Cunha · 63,Vlastimil Kopecký · 25,18141,"Stade du Parc Lescure, Bordeaux",Georges Capdeville (Referee) · Paul Marenco (AR1) · Ernest Kissenberger (AR2),1938-06-14,2–1,Georges Capdeville,NA,Quarter-finals,France,1938,Brazil
Sweden,Cuba,8,NA,NA,0,NA,NA,Joszef Nagy,Tore Keller,Jose Tapia,Tomás Fernández,Harry Andersson · 9|Gustav Wetterström · 22|Gustav Wetterström · 37|Gustav Wetterström · 44|Tore Keller · 80|Harry Andersson · 81|Arne Nyberg · 84|Harry Andersson · 89,NA,7000,"Fort Carree, Antibes",Gustav Krist (Referee) · Karl Weingartner (AR1) · Victor Sdez (AR2),1938-06-12,8–0,Gustav Krist,NA,Quarter-finals,France,1938,Sweden
Brazil,Czechoslovakia,1,NA,NA,1,NA,NA,Ademar Pimenta,Martim Mércio da Silveira,Vaclav Meissner,František Plánička,Zezé Procópio · 14|Leônidas · 30|Arthur Machado · 89,Oldřich Nejedlý (P) · 65|Jan Říha · 89,22021,"Stade du Parc Lescure, Bordeaux",Pal Von Hertzka (Referee) · Giuseppe Scarpi (AR1) · Charles De La Salle (AR2),1938-06-12,1–1,Pal Von Hertzka,Required Extra Time,Quarter-finals,France,1938,Draw
Hungary,Switzerland,2,NA,NA,0,NA,NA,Karoly Dietz,György Sárosi,Karl Rappan,André Abegglen,György Sárosi · 40|Gyula Zsengellér · 89,NA,15000,"Victor Boucquey, Lille",Rinaldo Barlassina (Referee) · Alois Beranek (AR1) · Boutoure D. (AR2),1938-06-12,2–0,Rinaldo Barlassina,NA,Quarter-finals,France,1938,Hungary
Italy,France,3,NA,NA,1,NA,NA,Vittorio Pozzo,Giuseppe Meazza,Gaston Barreau,Étienne Mattler,Gino Colaussi · 9|Silvio Piola · 51|Silvio Piola · 72,Oscar Heisserer · 10,58455,"Stade Olympique, Colombes",Louis Baert (Referee) · Hans Wuethrich (AR1) · Ivan Eklind (AR2),1938-06-12,3–1,Louis Baert,NA,Quarter-finals,France,1938,Italy
Switzerland,Germany,4,NA,NA,2,NA,NA,Karl Rappan,Severino Minelli,Sepp Herberger,Fritz Szepan,Eugen Walaschek · 42|Alfred Bickel · 64|André Abegglen · 75|André Abegglen · 78,Wilhelm Hahnemann · 8|Ernst Lörtscher (OG) · 22,20025,"Parc des Princes, Paris",Ivan Eklind (Referee) · Louis Baert (AR1) · Johannes Van Moorsel (AR2),1938-06-09,4–2,Ivan Eklind,NA,Round of 16,France,1938,Switzerland
Cuba,Romania,2,NA,NA,1,NA,NA,Jose Tapia,Tomás Fernández,Coloman Braun,Ștefan Dobay,Héctor Socorro · 51|Tomás Fernández · 57,Ștefan Dobay · 35,8000,"Stade Municipal, Toulouse",Alfred Birlem (Referee) · Pierre Capdeville (AR1) · Paul Marenco (AR2),1938-06-09,2–1,Alfred Birlem,NA,Round of 16,France,1938,Cuba
Italy,Norway,2,NA,NA,1,NA,NA,Vittorio Pozzo,Giuseppe Meazza,Asbjorn Halvorsen,Nils Eriksen,Pietro Ferraris · 2|Silvio Piola · 94,Arne Brustad · 83,19000,"Stade Vï¿½lodrome, Marseilles",Alois Beranek (Referee) · Boutoure D. (AR1) · Trehou D. (AR2),1938-06-05,2–1,Alois Beranek,Required Extra Time,Round of 16,France,1938,Italy
Cuba,Romania,3,NA,NA,3,NA,NA,Jose Tapia,Tomás Fernández,Coloman Braun,Nicolae Kovács,Héctor Socorro · 44|José Magriñá · 69|Héctor Socorro · 103,Silviu Bindea · 35|Iuliu Barátky · 88|Ștefan Dobay · 105,7000,"Stade Municipal, Toulouse",Giuseppe Scarpi (Referee) · Ferdinand Valprede (AR1) · Jean Merkcx (AR2),1938-06-05,3–3,Giuseppe Scarpi,Required Extra Time,Round of 16,France,1938,Draw
Hungary,Dutch East Indies,6,NA,NA,0,NA,NA,Karoly Dietz,György Sárosi,Johannes Van Mastenbroek,Frans Alfred Meeng,Vilmos Kohut · 13|Géza Toldi · 15|György Sárosi · 28|Gyula Zsengellér · 35|Gyula Zsengellér · 76|György Sárosi · 89,NA,9000,"Velodrome Municipale, Reims",Roger Conrie (Referee) · Charles De La Salle (AR1) · Karl Weingartner (AR2),1938-06-05,6–0,Roger Conrie,NA,Round of 16,France,1938,Hungary
France,Belgium,3,NA,NA,1,NA,NA,Gaston Barreau,Étienne Mattler,Jack Butler,Émile Stijnen,Émile Veinante · 1|Jean Nicolas · 16|Jean Nicolas · 69,Henri Isemborghs · 38,30454,"Stade Olympique, Colombes",Hans Wuethrich (Referee) · Gustav Krist (AR1) · Alfred Birlem (AR2),1938-06-05,3–1,Hans Wuethrich,NA,Round of 16,France,1938,France
Brazil,Poland,6,NA,NA,5,NA,NA,Ademar Pimenta,Martim Mércio da Silveira,Jozef Kaluza,Władysław Szczepaniak,Leônidas · 18|Romeu Pellicciari · 25|José Perácio · 44|José Perácio · 71|Leônidas · 93|Leônidas · 104,Friedrich Scherfke (P) · 23|Ernst Wilimowski · 53|Ernst Wilimowski · 59|Ernst Wilimowski · 89|Ernst Wilimowski · 118,13452,"Stade de la Meinau, Strasbourg",Ivan Eklind (Referee) · Louis Poissant (AR1) · Ernest Kissenberger (AR2),1938-06-05,6–5,Ivan Eklind,Required Extra Time,Round of 16,France,1938,Brazil
Czechoslovakia,Netherlands,3,NA,NA,0,NA,NA,Vaclav Meissner,František Plánička,Bob Glendenning,Puck van Heel,Josef Košťálek · 93|Josef Zeman · 111|Oldřich Nejedlý · 118,NA,11000,"Cavee Verte, Le Havre",Lucien Leclercq (Referee) · Olive D. (AR1) · Victor Sdez (AR2),1938-06-05,3–0,Lucien Leclercq,Required Extra Time,Round of 16,France,1938,Czechoslovakia
Switzerland,Germany,1,NA,NA,1,NA,NA,Karl Rappan,Severino Minelli,Sepp Herberger,Hans Mock,André Abegglen · 43,Josef Gauchel · 29|Hans Pesser · 96,27152,"Parc des Princes, Paris",Jean Langenus (Referee) · Paul Marenco (AR1) · Johannes Van Moorsel (AR2),1938-06-04,1–1,Jean Langenus,Required Extra Time,Round of 16,France,1938,Draw
Italy,Czechoslovakia,2,NA,NA,1,NA,NA,Vittorio Pozzo,Gianpiero Combi,Karel Petru,František Plánička,Raimundo Orsi · 81|Angelo Schiavio · 95,Antonín Puč · 71,55000,"Nazionale PNF, Rome",Ivan Eklind (Referee) · Louis Baert (AR1) · Mihaly Ivancsics (AR2),1934-06-10,2–1,Ivan Eklind,Required Extra Time,Final,Italy,1934,Italy
Germany,Austria,3,NA,NA,2,NA,NA,Otto Nerz,Fritz Szepan,Hugo Meisl,Johann Horvath,Ernst Lehner · 1|Edmund Conen · 27|Ernst Lehner · 42,Johann Horvath · 28|Karl Sesta · 54,7000,"Giorgio Ascarelli, Naples",Albino Carraro (Referee) · Camillo Caironi (AR1) · Pedro Escartin (AR2),1934-06-07,3–2,Albino Carraro,NA,Third-place match,Italy,1934,Germany
Czechoslovakia,Germany,3,NA,NA,1,NA,NA,Karel Petru,František Plánička,Otto Nerz,Fritz Szepan,Oldřich Nejedlý · 21|Oldřich Nejedlý · 69|Oldřich Nejedlý · 80,Rudolf Noack · 62,15000,"Nazionale PNF, Rome",Rinaldo Barlassina (Referee) · Alois Beranek (AR1) · Pedro Escartin (AR2),1934-06-03,3–1,Rinaldo Barlassina,NA,Semi-finals,Italy,1934,Czechoslovakia
Italy,Austria,1,NA,NA,0,NA,NA,Vittorio Pozzo,Gianpiero Combi,Hugo Meisl,Josef Smistik,Enrique Guaita · 19,NA,35000,"San Siro, Milan",Ivan Eklind (Referee) · Louis Baert (AR1) · Bohumil Zenisek (AR2),1934-06-03,1–0,Ivan Eklind,NA,Semi-finals,Italy,1934,Italy
Italy,Spain,1,NA,NA,0,NA,NA,Vittorio Pozzo,Gianpiero Combi,Amadeo Garcia,Jacinto Quincoces,Giuseppe Meazza · 11,NA,43000,"Giovanni Berta, Florence",Rene Mercet (Referee) · Mihaly Ivancsics (AR1) · Bohumil Zenisek (AR2),1934-06-01,1–0,Rene Mercet,NA,Quarter-finals,Italy,1934,Italy
Austria,Hungary,2,NA,NA,1,NA,NA,Hugo Meisl,Johann Horvath,Odon Nadas,László Sternberg,Johann Horvath · 8|Karl Zischek · 51,György Sárosi (P) · 60|Imre Markos · 63,23000,"Littorale, Bologna",Francesco Mattea (Referee) · Pedro Escartin (AR1) · Alfred Birlem (AR2),1934-05-31,2–1,Francesco Mattea,NA,Quarter-finals,Italy,1934,Austria
Czechoslovakia,Switzerland,3,NA,NA,2,NA,NA,Karel Petru,František Plánička,Henry Mueller,Severino Minelli,František Svoboda · 24|Jiří Sobotka · 49|Oldřich Nejedlý · 82,Leopold Kielholz · 18|Willy Jäggi · 78,12000,"Stadio Benito Mussolini, Turin",Alois Beranek (Referee) · Youssuf Mohamed (AR1) · Jacques Baert (AR2),1934-05-31,3–2,Alois Beranek,NA,Quarter-finals,Italy,1934,Czechoslovakia
Italy,Spain,1,NA,NA,1,NA,NA,Vittorio Pozzo,Gianpiero Combi,Amadeo Garcia,Ricardo Zamora,Giovanni Ferrari · 44,Luis Regueiro · 30,35000,"Giovanni Berta, Florence",Louis Baert (Referee) · Bohumil Zenisek (AR1) · Mihaly Ivancsics (AR2),1934-05-31,1–1,Louis Baert,Required Extra Time,Quarter-finals,Italy,1934,Draw
Germany,Sweden,2,NA,NA,1,NA,NA,Otto Nerz,Fritz Szepan,Joszef Nagy,Nils Rosén,Karl Hohmann · 60|Karl Hohmann · 63,Gösta Dunker · 82,3000,"San Siro, Milan",Rinaldo Barlassina (Referee) · Rene Mercet (AR1) · Johannes Van Moorsel (AR2),1934-05-31,2–1,Rinaldo Barlassina,NA,Quarter-finals,Italy,1934,Germany
Czechoslovakia,Romania,2,NA,NA,1,NA,NA,Karel Petru,František Plánička,Constantin Radulescu,Emerich Vogl,Antonín Puč · 50|Oldřich Nejedlý · 67,Ștefan Dobay · 11,9000,"Littorio, Trieste",Jean Langenus (Referee) · Giuseppe Scarpi (AR1) · Raffaele Scorzoni (AR2),1934-05-27,2–1,Jean Langenus,NA,Round of 16,Italy,1934,Czechoslovakia
Hungary,Egypt,4,NA,NA,2,NA,NA,Odon Nadas,László Sternberg,James Mcrea,Mahmoud Mokhtar El-Tetsh,Pál Teleki · 11|Géza Toldi · 31|Jenő Vincze · 53|Géza Toldi · 61,Abdulrahman Fawzi · 35|Abdulrahman Fawzi · 39,9000,"Giorgio Ascarelli, Naples",Rinaldo Barlassina (Referee) · Generoso Dattilo (AR1) · Otello Sassi (AR2),1934-05-27,4–2,Rinaldo Barlassina,NA,Round of 16,Italy,1934,Hungary
Austria,France,3,NA,NA,2,NA,NA,Hugo Meisl,Josef Smistik,George Kimpton,Alex Thépot,Matthias Sindelar · 44|Anton Schall · 93|Josef Bican · 109,Jean Nicolas · 18|Georges Verriest (P) · 116,16000,"Stadio Benito Mussolini, Turin",Johannes Van Moorsel (Referee) · Camillo Caironi (AR1) · Louis Baert (AR2),1934-05-27,3–2,Johannes Van Moorsel,Required Extra Time,Round of 16,Italy,1934,Austria
Switzerland,Netherlands,3,NA,NA,2,NA,NA,Henry Mueller,Severino Minelli,Bob Glendenning,Puck van Heel,Leopold Kielholz · 7|Leopold Kielholz · 43|André Abegglen · 66,Kick Smit · 29|Leen Vente · 69,33000,"San Siro, Milan",Ivan Eklind (Referee) · Alois Beranek (AR1) · Ferruccio Bonivento (AR2),1934-05-27,3–2,Ivan Eklind,NA,Round of 16,Italy,1934,Switzerland
Sweden,Argentina,3,NA,NA,2,NA,NA,Joszef Nagy,Nils Rosén,Felipe Pascucci,Alfredo Devincenzi,Sven Jonasson · 9|Sven Jonasson · 67|Knut Kroon · 79,Ernesto Belis · 4|Alberto Galateo · 48,14000,"Littorale, Bologna",Eugen Braun (Referee) · Albino Carraro (AR1) · Giuseppe Turbiani (AR2),1934-05-27,3–2,Eugen Braun,NA,Round of 16,Italy,1934,Sweden
Spain,Brazil,3,NA,NA,1,NA,NA,Amadeo Garcia,Ricardo Zamora,Luiz Vinhaes,Martim Mércio da Silveira,José Iraragorri (P) · 18|José Iraragorri · 25|Isidro Lángara · 29,Leônidas · 55,21000,"Luigi Ferraris, Genoa",Alfred Birlem (Referee) · Ettore Carminati (AR1) · Mihaly Ivancsics (AR2),1934-05-27,3–1,Alfred Birlem,NA,Round of 16,Italy,1934,Spain
Germany,Belgium,5,NA,NA,2,NA,NA,Otto Nerz,Fritz Szepan,Hector Goetinck,Félix Welkenhuysen,Stanislaus Kobierski · 25|Otto Siffling · 49|Edmund Conen · 66|Edmund Conen · 70|Edmund Conen · 87,Bernard Voorhoof · 29|Bernard Voorhoof · 43,8000,"Giovanni Berta, Florence",Francesco Mattea (Referee) · Ermenegildo Melandri (AR1) · Jacques Baert (AR2),1934-05-27,5–2,Francesco Mattea,NA,Round of 16,Italy,1934,Germany
Italy,United States,7,NA,NA,1,NA,NA,Vittorio Pozzo,Virginio Rosetta,David Gould,George Moorhouse,Angelo Schiavio · 18|Raimundo Orsi · 20|Angelo Schiavio · 29|Giovanni Ferrari · 63|Angelo Schiavio · 64|Raimundo Orsi · 69|Giuseppe Meazza · 90,Aldo Donelli · 57,25000,"Nazionale PNF, Rome",Rene Mercet (Referee) · Pedro Escartin (AR1) · Bohumil Zenisek (AR2),1934-05-27,7–1,Rene Mercet,NA,Round of 16,Italy,1934,Italy
Uruguay,Argentina,4,NA,NA,2,NA,NA,Alberto Suppici,José Nasazzi,Francisco Olazar,Manuel Ferreira,Pablo Dorado · 12|Pedro Cea · 57|Santos Iriarte · 68|Héctor Castro · 89,Carlos Peucelle · 20|Guillermo Stábile · 37,68346,"Estadio Centenario, Montevideo",Jean Langenus (Referee) · Ulises Saucedo (AR1) · Henry Cristophe (AR2),1930-07-30,4–2,Jean Langenus,NA,Final,Uruguay,1930,Uruguay
